Inflight wifi service,Online boarding,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Flight Distance,Age,Seat comfort,Class
4,4,1,4,1,3,3449,25,4,3
5,5,0,3,1,2,369,15,5,1
4,3,1,4,1,2,2541,77,4,3
3,5,0,2,1,5,488,53,5,1
1,4,1,4,1,3,2473,39,4,3
2,2,0,4,1,1,1020,27,4,3
2,4,1,5,1,5,2868,38,4,3
2,4,1,5,1,5,1915,44,5,3
5,5,1,3,1,5,502,34,4,3
2,2,1,5,1,5,629,72,4,3
4,4,0,1,1,4,86,26,1,1
3,3,1,4,0,3,1136,22,4,1
2,2,1,2,0,1,936,17,2,1
5,5,1,5,0,3,270,42,5,3
2,3,1,3,1,3,1750,49,4,3
1,5,1,4,1,4,1444,49,5,3
4,5,1,4,1,5,1404,54,4,3
3,4,0,1,1,5,273,52,1,1
5,5,1,5,1,1,585,38,5,1
2,2,0,4,1,5,1635,67,4,1
1,1,1,2,0,4,453,78,2,1
3,3,1,4,0,2,409,16,4,1
2,4,0,3,1,3,262,48,3,1
1,2,1,1,1,2,3085,40,2,3
1,1,0,4,1,3,391,12,4,1
4,3,1,4,0,2,300,40,4,1
2,2,0,4,1,1,628,60,2,1
2,2,1,2,1,4,1916,31,2,3
2,3,1,2,0,5,453,38,2,3
2,5,1,4,1,5,2060,59,4,3
1,5,1,4,0,5,651,16,5,1
1,0,1,2,0,5,797,39,3,1
3,5,0,1,1,2,315,47,4,1
2,1,1,2,1,2,748,29,2,3
3,3,1,3,1,4,257,24,4,1
5,4,1,3,1,4,3911,40,4,3
2,3,0,3,1,3,2367,36,3,2
2,5,0,3,1,5,929,49,5,1
1,4,1,5,1,5,2987,45,4,3
2,3,1,2,1,1,1560,69,4,3
2,5,1,5,1,3,1660,53,4,3
4,4,1,1,0,4,898,21,2,1
2,2,0,3,1,4,331,32,3,1
2,2,0,3,1,1,819,17,3,1
1,4,0,2,1,1,253,41,4,2
1,1,0,1,1,2,819,33,1,1
4,4,1,3,1,3,395,72,3,1
3,3,0,5,1,3,2182,45,5,1
5,4,1,5,1,4,594,42,2,2
4,3,1,4,1,4,1609,58,4,1
1,5,1,5,1,3,2329,30,5,3
1,4,1,5,1,5,2420,57,5,3
0,5,1,5,1,4,3985,51,4,3
1,5,1,4,1,4,564,60,5,3
3,3,1,3,1,2,859,32,3,1
3,3,1,5,0,3,376,42,5,1
2,2,1,1,0,1,191,38,1,1
0,0,1,4,0,4,569,24,1,1
2,2,1,2,1,1,577,47,3,1
2,2,0,2,1,4,1120,40,2,1
2,2,1,2,1,3,1089,26,2,3
5,3,1,5,1,3,156,44,4,3
5,5,1,5,1,4,788,61,3,2
5,1,1,4,1,1,1782,47,4,3
3,3,0,5,1,5,948,19,4,1
1,1,0,5,1,3,349,10,5,1
1,1,1,1,1,4,647,30,1,3
2,2,1,3,0,1,1136,22,3,1
5,4,1,3,1,4,1747,49,5,3
4,4,0,3,1,4,895,35,3,1
2,2,1,3,1,2,2984,37,1,3
3,2,1,3,0,2,802,21,3,1
3,3,0,4,1,3,744,62,1,1
3,4,0,1,1,4,509,61,4,1
1,5,1,4,1,4,3243,60,4,3
2,4,1,2,1,4,1482,53,4,3
4,3,1,4,1,5,680,55,1,1
4,4,1,4,1,4,1827,45,5,3
1,1,0,4,1,5,1068,12,4,1
1,4,1,3,1,5,442,41,4,3
1,1,0,2,1,1,562,20,5,1
5,4,1,4,1,4,1922,57,4,3
5,4,1,4,1,4,3276,49,4,3
2,2,1,2,1,1,432,46,2,2
1,1,1,3,0,4,1788,42,4,3
2,4,1,3,0,4,3784,22,4,1
2,3,1,2,1,4,2586,43,3,1
2,2,1,4,0,5,722,33,4,3
2,2,0,1,1,3,1698,17,1,1
3,3,1,4,0,3,977,29,4,1
3,5,1,5,1,5,2178,36,2,3
2,4,0,4,1,3,1355,54,3,1
1,3,1,3,1,3,387,38,5,3
2,2,1,5,0,2,106,43,5,1
1,4,1,5,1,3,1696,34,5,3
5,4,1,3,1,3,731,58,4,3
3,3,0,5,1,4,1979,50,5,2
1,4,0,5,1,5,522,36,5,1
2,2,0,1,1,5,946,12,1,1
4,4,1,5,1,3,1961,59,4,3
2,2,0,2,1,1,949,70,2,1
1,3,1,2,1,3,1624,53,3,1
5,5,1,5,0,4,1120,44,5,3
3,3,0,4,1,4,1448,50,5,1
5,5,1,5,1,4,408,50,5,2
5,5,1,5,1,1,207,56,5,1
1,1,0,2,1,1,320,30,2,2
2,3,0,3,1,3,373,44,4,1
3,3,1,2,0,2,612,23,2,1
4,5,1,4,1,5,3690,53,4,3
1,4,1,4,1,5,3612,42,5,3
0,0,1,5,0,1,764,23,5,1
1,5,1,2,0,5,588,30,5,1
2,4,1,4,1,4,240,41,5,3
5,5,1,5,0,4,192,20,5,3
4,4,1,2,0,4,255,23,2,1
4,4,1,4,1,3,451,50,3,1
4,4,1,5,0,5,731,32,5,3
3,4,1,4,1,4,2360,60,5,3
3,5,1,5,1,3,3237,36,4,3
4,4,0,3,1,5,163,36,3,1
3,5,1,5,1,3,3519,54,5,3
3,3,1,5,0,3,868,46,2,3
4,4,1,4,1,4,1620,27,4,3
3,5,1,5,1,3,853,29,5,3
1,1,0,4,1,3,541,49,4,1
3,3,1,3,1,4,296,60,4,1
1,1,0,4,1,2,283,50,2,1
0,0,1,3,1,5,1384,25,1,1
5,4,1,5,1,4,268,64,2,1
1,1,0,1,1,4,993,37,1,2
1,1,0,2,1,5,529,60,2,1
2,2,1,3,1,2,2586,27,2,3
1,5,1,4,1,5,187,34,5,3
4,4,0,5,1,5,453,12,5,1
3,3,0,2,1,5,319,25,2,1
5,4,1,5,1,4,1768,45,5,3
5,4,1,4,1,3,2053,32,4,3
3,3,0,5,1,3,181,47,1,1
1,1,0,4,1,4,1197,39,3,1
3,4,1,3,1,4,460,33,3,3
4,4,1,4,1,3,361,53,5,3
4,4,0,5,1,5,756,8,2,1
4,4,0,2,1,3,589,42,5,1
2,5,0,4,1,5,188,70,5,1
1,5,1,4,1,4,3012,34,4,3
2,2,0,2,1,3,735,22,2,1
4,4,1,5,1,3,3107,56,4,3
3,3,1,3,0,4,954,25,3,1
1,0,0,1,1,4,689,42,1,1
5,4,1,4,1,1,3510,57,5,3
1,1,0,4,1,1,145,62,4,1
5,3,1,3,1,3,1312,30,3,3
3,3,1,3,1,4,1217,31,3,2
2,1,1,4,0,2,460,27,4,1
1,4,1,2,1,3,859,45,5,3
0,0,1,5,0,5,337,23,4,3
2,4,0,4,1,3,228,66,4,1
1,0,0,4,1,4,237,16,4,1
3,3,0,4,1,4,446,64,4,1
4,5,1,5,1,5,337,50,4,3
3,3,1,3,1,1,3660,52,3,3
5,5,1,4,1,3,3568,51,4,3
5,5,1,5,1,4,170,37,5,2
3,3,1,3,1,3,1592,31,3,3
3,2,1,3,1,2,2303,50,3,3
3,3,0,4,1,4,2614,21,4,1
5,5,1,5,1,3,708,31,5,1
2,3,0,3,1,1,802,51,4,1
3,2,1,5,1,1,1167,43,3,3
1,3,1,4,1,5,2577,51,5,3
1,1,0,1,1,2,590,69,1,2
2,1,1,4,0,3,600,29,4,3
3,3,1,3,0,4,594,25,3,1
2,2,1,3,0,1,643,27,3,1
3,4,1,3,1,2,799,44,4,3
3,3,0,4,1,2,201,9,2,1
2,2,1,4,1,4,3375,55,2,3
2,2,1,4,0,4,122,26,4,1
4,4,1,4,1,5,3082,57,4,3
1,5,0,4,1,3,413,65,5,2
5,5,1,5,1,2,101,31,5,2
3,3,1,4,0,3,1303,23,1,1
3,5,1,4,1,5,1888,38,4,3
3,3,1,4,0,4,236,42,5,3
1,1,1,1,1,3,317,78,1,2
3,3,0,2,1,4,680,17,2,1
2,5,1,5,1,3,957,45,5,3
1,1,1,1,0,3,89,43,1,1
4,1,1,4,1,1,715,44,2,1
3,3,1,5,0,2,1670,44,5,3
3,3,0,2,1,2,177,14,2,1
1,3,0,5,1,2,134,47,3,1
2,2,1,5,0,2,774,42,5,1
3,3,1,3,1,3,2252,28,3,3
4,4,1,2,0,1,311,20,5,1
5,5,1,3,0,1,986,24,5,1
1,2,1,4,0,2,346,20,4,1
3,3,1,2,0,4,1068,24,2,1
4,0,0,1,1,4,250,39,1,1
4,4,1,3,0,5,486,20,3,1
3,3,1,5,0,1,134,17,5,1
2,3,1,5,1,5,1726,52,5,3
3,3,0,2,1,1,342,10,2,1
3,4,1,5,1,5,2475,39,5,3
1,3,1,1,1,3,337,46,3,3
5,5,1,4,1,4,3924,46,4,3
3,3,1,4,1,1,255,50,4,1
2,3,1,2,1,3,3793,37,3,3
3,4,0,5,1,4,693,53,5,1
3,4,1,4,1,5,2610,57,5,3
3,2,1,3,1,4,140,37,3,1
2,2,0,2,1,3,631,26,2,1
4,4,1,4,0,4,425,38,4,1
2,2,1,1,0,2,226,35,1,2
5,4,1,4,1,3,3278,46,4,3
3,3,1,4,1,2,151,42,3,3
4,4,0,2,1,4,1182,67,5,1
4,5,1,4,1,2,3673,62,1,3
3,4,1,5,1,1,758,38,5,3
4,5,1,5,1,3,2131,58,4,3
3,3,1,3,1,4,528,38,3,1
5,5,1,1,0,5,601,11,1,3
2,2,1,5,1,2,2000,35,2,3
5,5,1,5,1,5,1924,40,5,3
1,1,1,4,0,4,1979,26,4,2
5,5,1,5,1,4,2885,30,5,3
4,4,1,4,1,1,2392,51,3,3
4,2,0,3,1,3,369,67,5,1
3,3,1,1,0,2,731,35,1,1
1,0,0,4,1,4,642,57,4,1
4,3,1,2,1,3,1874,33,2,3
2,2,0,2,1,5,859,32,2,1
3,3,0,4,1,4,140,53,4,1
3,0,0,3,1,3,130,56,3,1
4,5,1,4,1,3,899,45,4,3
2,2,0,4,1,3,787,40,4,1
3,3,1,3,1,4,2218,35,3,1
4,4,1,3,0,3,584,24,4,3
3,5,0,1,1,4,192,64,4,1
1,5,1,2,0,5,2588,10,5,2
3,3,1,3,1,4,500,25,3,1
2,2,1,2,0,5,585,52,2,3
5,5,0,1,1,4,283,34,1,1
2,3,0,5,1,4,2588,34,4,1
2,2,1,2,1,1,2072,54,2,1
2,2,1,2,1,1,483,31,2,1
2,3,1,2,1,4,1096,56,3,1
4,3,1,1,1,4,2387,53,3,3
4,4,1,4,1,4,2628,20,4,3
2,2,0,3,1,1,604,36,3,1
2,2,0,4,1,1,925,29,4,1
3,3,0,3,1,4,781,25,3,1
5,5,1,5,1,3,1835,26,5,3
0,0,1,4,1,4,749,22,4,2
3,3,1,3,0,2,846,48,3,1
1,3,1,1,1,3,1522,38,4,3
2,2,1,1,0,2,287,25,1,3
2,2,1,2,1,2,757,62,2,1
4,5,1,5,1,4,2977,25,5,3
4,4,1,4,1,5,404,51,4,1
1,1,1,2,0,5,502,20,2,1
2,2,1,1,0,4,586,37,1,1
2,2,0,2,1,5,481,17,2,1
2,3,1,2,1,2,1167,53,4,3
3,3,1,3,0,2,1004,43,3,1
1,4,1,5,1,3,1620,30,5,3
3,3,1,3,0,5,416,36,3,1
3,3,0,2,1,4,1096,33,2,1
4,4,0,2,1,3,760,32,2,3
1,4,1,1,1,1,1824,54,4,3
2,2,0,4,1,5,315,62,4,2
4,1,1,5,1,3,2306,45,1,3
4,4,1,4,1,4,1898,34,5,3
3,3,0,2,1,3,319,46,2,1
5,4,1,4,1,5,226,59,5,3
2,4,0,2,1,4,201,45,3,1
3,5,1,5,1,4,2547,37,4,3
3,4,0,3,1,4,2537,36,3,1
3,3,0,3,1,4,1744,27,4,1
5,5,1,5,1,4,1092,35,5,1
1,4,1,2,1,3,2296,54,4,3
2,2,1,2,1,3,1504,58,2,1
4,5,1,5,1,5,1787,23,5,3
4,5,1,5,1,4,3784,39,4,3
4,5,0,4,1,3,1133,20,4,3
2,2,0,3,1,4,589,9,3,3
1,1,0,5,1,5,1138,35,5,1
3,2,1,3,1,3,438,49,4,2
5,5,1,3,1,5,3203,39,4,3
4,4,1,4,1,4,1825,27,4,1
4,4,1,4,1,1,306,43,4,1
2,3,1,5,1,3,200,33,1,3
2,2,1,1,0,5,748,24,1,1
2,2,0,5,1,4,448,35,5,1
3,3,1,5,0,5,328,33,1,3
4,4,1,4,1,2,196,36,4,2
4,5,0,5,1,4,500,37,5,1
5,5,1,3,0,5,1167,24,3,3
2,2,0,4,1,4,337,59,4,1
2,3,0,4,1,4,479,54,2,1
3,3,0,1,1,3,127,59,1,2
4,4,1,4,1,3,153,33,4,2
3,1,1,3,1,3,250,44,2,2
2,2,0,4,1,4,236,16,4,3
2,2,1,4,0,4,300,22,4,1
2,4,1,4,1,5,2475,44,5,3
1,5,1,4,1,4,526,60,1,3
2,3,1,3,0,3,874,25,3,3
1,5,1,5,1,4,432,49,5,3
2,4,1,4,1,3,1399,42,4,3
1,3,1,3,1,5,3826,32,3,3
2,0,0,4,1,4,173,15,4,1
4,3,0,3,1,3,307,16,3,2
4,4,1,4,1,4,683,49,4,3
1,1,0,1,1,5,570,54,1,1
1,1,0,1,1,5,986,42,1,1
3,3,1,3,1,1,3151,28,3,3
2,2,1,4,0,2,746,34,4,1
4,3,0,2,1,3,1814,69,4,3
5,5,1,5,1,4,989,37,5,2
5,5,0,3,1,4,533,64,3,2
3,3,0,4,1,3,528,21,4,1
1,3,1,2,1,5,2367,57,5,3
4,4,0,4,1,3,523,21,4,2
1,1,0,3,1,5,507,25,3,1
4,4,1,3,0,3,2565,33,3,1
5,4,1,5,1,2,174,55,3,1
4,2,1,5,1,2,983,42,2,1
0,4,1,2,1,5,2550,34,5,3
3,4,1,5,1,3,762,46,5,3
3,3,0,2,1,3,224,40,2,1
0,0,1,3,0,3,591,29,3,3
3,4,0,4,1,4,1437,67,4,2
1,5,1,5,1,1,3039,22,5,3
4,4,0,1,1,3,1190,21,1,1
3,3,1,3,1,3,344,25,3,3
3,3,1,3,0,5,338,36,3,3
3,3,1,3,1,2,1616,32,3,2
4,4,1,3,0,3,325,41,1,3
2,2,0,3,1,5,1671,64,3,1
5,5,1,5,1,4,2288,42,4,3
1,1,1,5,0,4,370,23,5,1
1,4,0,3,1,3,301,42,5,1
2,3,1,5,1,3,2077,41,5,3
1,4,1,4,1,4,1917,25,4,3
3,3,0,5,1,4,495,70,5,1
1,4,0,5,1,5,1085,70,5,1
5,5,1,4,1,3,1768,59,4,3
4,2,1,4,1,4,2907,35,2,3
3,3,0,4,1,4,1825,8,2,2
3,3,0,5,1,3,1590,57,5,1
2,2,1,1,0,3,270,39,1,3
2,1,0,3,1,3,895,41,3,1
3,2,1,3,1,4,1379,40,3,3
3,3,0,3,1,2,125,18,3,1
1,1,0,2,1,3,1048,25,2,1
3,5,1,5,1,1,2569,15,5,3
4,1,1,4,1,3,369,47,1,3
3,3,1,3,1,4,361,53,3,3
2,2,1,1,0,3,896,25,2,3
2,5,1,5,1,3,3949,31,4,3
4,4,0,5,1,1,200,23,4,1
5,5,1,4,0,4,969,13,4,3
3,1,0,3,1,4,473,64,3,2
4,4,1,3,1,3,3972,41,5,3
2,3,1,3,1,4,3989,28,2,3
3,5,1,4,1,3,2974,51,4,3
4,4,0,5,1,2,200,46,5,1
4,3,0,5,1,3,1399,34,1,1
4,4,1,4,1,1,421,23,1,2
4,1,1,4,1,5,649,57,3,1
3,3,1,4,0,1,2845,28,2,1
3,5,1,5,1,5,539,51,3,3
2,2,0,3,1,4,1340,23,3,1
5,4,1,5,1,4,239,59,5,3
2,2,0,3,1,4,578,15,3,3
3,4,1,2,0,3,502,21,2,1
2,4,1,4,1,3,3150,43,5,3
5,3,1,5,1,5,3609,56,5,3
3,3,0,1,1,1,423,16,1,2
2,2,1,3,0,3,1300,22,3,1
3,3,1,2,0,5,631,26,2,3
5,5,1,5,1,3,588,40,5,1
3,3,0,2,1,3,430,19,2,1
3,3,1,2,0,2,1703,22,2,1
4,4,1,3,0,4,250,49,3,1
0,5,1,4,1,4,3790,59,5,3
4,4,1,4,1,5,2907,31,4,3
3,4,1,4,1,5,1927,41,4,3
1,1,1,4,1,1,448,45,1,3
4,4,0,5,1,4,631,48,5,1
3,5,1,5,1,5,2475,53,4,3
4,4,1,4,0,4,334,24,4,1
3,3,1,3,0,3,283,32,5,3
3,3,1,3,1,2,2586,30,3,3
3,2,1,5,0,3,177,36,4,1
4,4,1,4,1,3,109,51,1,2
4,3,1,3,1,4,1065,26,3,3
2,4,0,1,1,4,1399,50,4,1
2,4,1,5,1,3,259,49,4,3
5,5,1,4,1,4,349,45,4,2
1,4,1,5,1,4,3141,58,4,3
3,3,0,5,1,2,516,35,5,1
3,3,1,4,0,4,813,39,2,1
1,4,0,1,1,3,761,67,4,1
4,5,1,5,1,3,2253,32,5,3
4,4,1,4,1,3,2640,48,5,3
3,4,0,4,1,4,749,62,4,1
1,5,1,4,1,3,3109,58,5,3
1,1,1,4,0,1,695,28,4,1
5,4,1,5,1,3,3742,39,5,3
4,4,1,5,0,4,1592,41,4,3
5,0,1,5,0,4,417,39,5,3
1,2,0,1,1,5,293,40,1,1
1,2,1,5,1,3,2933,50,1,3
4,4,1,2,0,3,1726,23,2,3
2,2,1,2,0,4,247,39,2,3
3,3,0,2,1,5,577,41,2,1
3,3,1,3,1,3,3257,23,3,3
2,2,1,2,1,3,240,33,2,3
2,2,0,3,1,1,1024,65,1,1
3,2,1,4,0,5,109,55,3,1
3,3,1,3,1,1,1008,40,3,1
5,5,1,5,1,5,101,38,5,1
4,5,1,5,1,2,3134,32,5,3
3,3,0,2,1,4,744,29,2,1
2,4,1,4,1,5,919,54,5,3
1,2,1,5,1,5,2100,46,4,3
3,4,0,4,1,5,358,43,5,1
2,2,1,2,1,1,1120,66,2,1
3,4,1,4,1,3,96,59,4,3
0,0,1,1,0,4,1562,23,1,3
4,4,1,5,0,5,746,20,1,3
2,2,1,3,1,4,590,54,3,1
3,3,1,3,1,4,393,30,3,3
3,2,0,2,1,4,946,50,3,1
4,3,1,4,1,1,1603,53,3,3
2,2,1,2,1,4,1310,30,2,1
1,1,0,5,1,4,315,23,5,3
2,2,1,1,0,4,432,25,1,1
1,5,1,4,1,3,645,46,5,3
2,4,1,5,1,4,1514,46,4,3
3,4,0,5,1,4,231,59,5,1
4,5,1,5,1,4,2133,30,5,3
2,2,0,3,1,3,134,56,3,1
3,4,1,3,1,3,854,41,4,3
3,5,1,5,1,3,2708,50,5,3
4,5,1,4,1,5,2557,47,5,3
3,3,1,1,0,1,589,25,1,1
4,4,1,4,0,5,1046,24,4,3
5,5,1,2,1,5,721,59,5,1
3,3,1,1,0,5,220,39,1,3
1,1,0,5,1,5,305,34,5,1
3,3,1,3,0,5,404,25,3,3
2,4,1,4,1,4,2253,54,5,3
3,3,0,4,1,2,163,51,4,1
4,4,0,5,1,5,761,31,5,1
3,4,1,4,1,3,3222,56,4,3
2,2,0,4,1,4,1119,47,4,1
3,3,1,4,1,3,2454,29,3,1
2,3,1,1,0,3,494,56,3,1
2,2,1,2,0,3,143,25,2,1
1,1,1,1,0,4,268,34,1,3
2,4,1,4,1,3,680,31,4,3
4,4,0,3,1,4,1013,15,1,1
2,5,1,3,1,4,3868,53,5,3
2,2,0,3,1,4,163,60,5,2
2,4,1,3,1,5,3540,35,4,3
1,1,1,1,1,1,867,26,1,3
3,3,1,3,1,4,3990,25,3,3
3,3,0,5,1,3,227,47,5,1
2,4,1,4,1,3,3702,49,3,3
1,4,1,5,1,4,3677,58,5,3
5,4,1,5,1,2,608,53,4,1
1,2,0,3,1,5,327,28,3,1
2,4,1,2,1,3,414,69,4,3
3,0,0,4,1,2,189,62,4,1
4,4,1,3,0,3,507,26,3,3
4,4,1,5,1,1,2123,31,5,3
0,0,1,5,0,5,1162,22,4,3
3,3,0,5,1,5,1242,37,2,1
3,4,1,3,1,1,1616,49,3,3
4,4,1,4,1,3,3351,29,4,3
1,5,1,4,1,5,1129,34,4,3
3,3,1,3,1,3,563,43,3,1
4,5,1,4,1,4,2944,27,4,3
3,3,1,3,0,2,612,22,3,1
3,5,1,5,1,3,2945,54,5,3
2,2,1,3,0,4,402,54,3,1
2,2,1,5,0,2,888,26,5,1
2,2,0,4,1,2,483,54,4,1
5,4,1,4,1,2,3341,30,5,3
5,5,1,4,1,5,631,59,5,3
4,4,0,5,1,4,1750,16,5,1
2,5,1,4,1,4,1089,39,5,3
0,4,1,5,1,5,3340,44,4,3
3,3,0,4,1,3,714,21,4,1
1,5,1,4,1,4,2410,56,4,3
2,2,0,3,1,4,602,7,3,1
3,5,1,5,1,4,3116,24,5,3
2,5,1,4,1,4,2927,54,5,3
3,4,1,5,1,5,1749,49,5,3
3,5,1,5,1,3,226,59,4,3
4,4,1,4,1,3,1235,56,4,3
1,1,1,1,1,4,2512,33,1,3
2,5,1,5,1,4,403,46,5,3
2,5,0,5,1,4,226,60,5,1
4,4,1,4,1,4,1973,59,4,3
2,2,0,4,1,5,2139,58,4,2
2,2,0,5,1,3,1790,29,5,1
4,4,1,4,1,2,599,45,3,1
1,1,0,1,1,4,696,55,1,1
1,1,0,2,1,4,255,20,2,2
4,4,0,4,1,2,2267,28,2,1
2,5,1,4,1,5,2969,38,4,3
4,4,1,2,0,3,448,21,2,3
4,3,1,4,1,1,163,54,3,1
4,4,0,2,1,1,147,24,2,1
4,4,1,4,1,4,446,47,4,1
4,4,1,4,1,5,521,37,4,2
1,1,1,1,1,4,920,31,1,2
4,4,1,5,1,1,328,51,3,3
1,3,1,1,1,3,3162,57,3,3
4,4,1,2,0,3,332,35,2,3
5,5,1,4,1,5,594,56,5,3
2,2,0,4,1,4,696,7,4,1
2,4,1,2,1,3,1464,46,3,3
4,3,1,4,0,2,164,59,4,1
5,5,1,5,1,4,3226,56,4,3
4,4,1,4,1,2,3216,16,4,3
1,4,1,5,1,5,347,42,5,3
4,5,1,4,1,1,1400,22,4,1
3,3,1,3,1,4,373,41,3,3
3,3,0,2,1,4,542,31,2,1
4,3,0,2,1,1,533,45,4,1
5,5,1,5,1,5,1068,41,5,1
2,2,1,2,1,2,2139,31,2,3
1,1,0,2,1,3,802,19,2,1
3,3,1,3,1,3,539,19,1,1
5,5,1,4,0,3,1033,22,4,3
3,4,1,5,1,3,239,36,4,3
2,2,1,1,0,2,1334,24,1,1
1,3,1,1,1,4,370,42,4,3
4,4,1,4,1,4,1590,50,4,3
5,4,1,4,1,4,2279,46,4,3
3,3,1,3,0,2,853,13,3,1
2,2,1,2,1,2,1120,50,2,1
1,4,1,1,1,4,372,35,3,3
2,1,1,1,1,3,2542,32,2,3
5,5,1,2,0,3,651,16,2,1
2,4,1,4,1,5,980,60,5,3
2,2,0,2,1,4,1671,7,1,1
3,2,1,4,0,2,885,10,2,1
3,3,1,5,0,4,1223,25,1,1
4,2,1,4,1,3,296,46,5,1
1,5,1,4,1,3,1895,48,5,3
1,5,0,1,1,3,1325,49,4,1
2,2,0,3,1,5,296,20,3,2
3,4,1,3,1,3,373,52,3,3
2,2,0,1,1,5,220,23,1,1
1,3,1,1,1,1,342,50,4,1
3,3,0,1,1,1,368,8,1,1
5,5,1,4,0,4,216,16,4,1
2,1,1,4,1,3,3402,36,2,3
5,5,1,5,1,4,84,53,5,2
1,1,1,1,1,2,861,38,1,2
5,2,0,3,1,3,711,59,1,1
2,2,0,5,1,2,483,20,5,1
3,5,1,5,1,3,748,28,5,3
2,2,0,5,1,4,416,32,5,1
2,5,1,4,1,4,1579,53,5,3
2,2,1,2,1,1,3579,26,2,3
4,4,1,4,1,1,654,33,4,2
2,4,0,5,1,3,2367,55,5,1
3,5,1,3,1,4,2248,53,5,3
4,1,0,5,1,3,2554,14,3,3
5,4,1,2,0,4,759,26,2,1
3,5,1,4,1,1,2422,34,5,3
4,5,1,3,1,4,3322,60,4,3
3,5,0,4,1,4,639,68,5,1
1,4,1,5,1,4,663,39,4,3
3,3,0,5,1,4,412,70,5,1
3,3,0,4,1,2,1010,11,4,2
2,3,0,5,1,3,590,12,5,1
0,0,0,4,1,4,395,14,4,1
2,2,0,5,1,4,1066,25,5,1
2,2,1,2,1,2,2176,22,2,3
1,1,1,1,0,3,667,22,1,1
2,2,1,1,0,4,451,27,1,1
0,0,0,5,1,4,329,64,5,1
3,3,1,3,1,2,522,23,2,1
4,4,0,4,1,3,1025,28,5,2
0,0,1,3,0,4,250,23,3,1
2,2,1,3,0,3,1984,38,3,3
2,3,1,4,0,3,227,21,3,1
4,3,1,3,0,4,692,44,1,1
3,3,0,5,1,5,303,41,2,1
5,5,1,4,1,3,192,41,5,3
1,5,0,1,1,5,430,53,4,1
2,5,1,5,1,5,1888,55,5,3
3,5,1,5,1,3,725,42,5,3
3,5,0,5,1,5,402,57,5,2
2,2,0,3,1,4,302,46,3,1
5,5,1,5,1,3,2175,33,5,3
2,2,0,4,1,2,369,28,2,1
5,4,0,1,1,3,919,18,1,1
1,5,0,1,1,3,1042,63,5,1
5,4,1,5,1,4,693,51,1,2
2,2,1,4,0,4,1484,25,4,1
4,4,0,4,1,2,1089,37,4,1
0,0,0,1,1,5,287,14,3,1
5,4,0,5,1,4,1504,65,5,2
4,5,1,4,1,3,2087,40,4,3
1,3,1,1,1,2,3101,46,3,3
1,1,0,2,1,4,862,20,2,1
3,3,0,4,1,4,712,23,4,1
1,1,0,3,1,3,213,33,3,2
3,4,1,2,1,3,1723,42,4,3
1,1,1,2,0,4,972,11,2,1
0,0,0,5,1,3,813,63,2,1
2,2,0,3,1,3,1166,19,3,1
3,5,1,5,1,3,2778,49,4,3
4,5,1,5,1,5,101,27,5,1
4,4,1,5,0,3,467,20,2,1
4,4,0,2,1,1,444,22,2,1
1,5,1,1,1,4,2709,42,4,3
4,3,0,4,0,4,528,25,4,1
3,3,0,1,1,3,1826,49,1,1
3,3,1,5,0,5,190,37,5,1
3,3,1,4,0,4,541,51,4,2
3,3,1,2,0,4,370,38,2,2
4,4,0,4,1,4,1671,51,4,2
2,3,1,2,1,3,2033,40,4,3
2,2,1,3,0,4,325,25,3,3
2,2,1,4,0,4,528,22,4,1
1,1,0,3,1,5,977,70,3,2
2,1,1,2,1,2,1589,51,2,1
2,2,0,5,1,3,2860,70,5,1
2,3,1,2,1,3,452,51,4,1
4,4,1,2,1,4,1874,49,4,3
3,3,0,5,1,5,606,39,5,1
2,2,1,2,0,4,328,32,2,3
2,2,0,4,1,4,577,39,4,1
1,5,1,5,1,4,1304,24,5,3
4,4,0,2,1,4,399,12,2,1
2,4,0,2,1,3,507,45,5,1
1,2,0,1,1,3,612,44,4,2
2,5,1,4,1,3,1171,56,5,3
0,5,1,5,1,5,3995,58,4,3
5,4,1,5,1,4,2105,52,5,3
5,3,1,3,1,4,1062,24,3,3
2,2,1,2,1,2,1290,24,2,3
4,4,1,4,1,5,3390,23,4,3
2,2,0,3,1,5,1121,15,3,1
2,1,1,4,0,3,337,21,4,3
3,4,0,4,1,4,435,42,5,1
3,5,1,2,1,4,1194,60,4,3
4,3,1,4,1,4,391,35,4,1
3,4,1,3,1,5,3085,45,4,3
2,3,1,4,0,1,587,24,3,1
5,5,1,5,0,5,1089,22,3,1
4,4,0,2,1,2,337,10,2,1
4,4,0,4,1,4,1188,40,4,1
3,4,0,5,1,4,1021,58,5,1
2,3,0,4,1,4,409,14,4,1
2,4,1,5,1,3,2311,45,4,3
3,5,1,5,1,3,1306,56,5,3
1,5,1,5,1,5,481,29,5,3
3,1,1,4,1,4,532,36,2,3
2,3,1,3,1,3,990,72,3,1
1,4,1,4,1,4,3935,13,4,3
2,2,1,2,1,3,541,29,2,2
5,5,1,3,0,5,222,23,3,1
3,3,0,1,1,5,304,17,3,1
2,1,1,5,0,4,130,33,5,1
3,3,1,1,0,2,234,38,1,1
1,2,0,2,1,4,920,10,2,1
3,2,0,2,1,3,787,30,2,1
2,2,0,3,1,5,448,17,3,2
0,0,1,4,0,3,785,24,4,3
3,3,0,2,1,3,355,9,2,1
